"JobName","CronTime","TimeDescription","CronStatus","URL","Timetaken","LastJobStatus","LastJobDate","Server","JobStatus"
"platformPE","30      16      *     *   1,2,3,4,5,6","at 16:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/platformPE/","","","","192.168.210.72","false"
"WEALTHSERVICE_STAB","30       8       *    *   1,2,3,4,5,6","at 08:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_WEALTHSERVICE_STAB/293","204","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"WEALTHSERVICE_STAB","30       16       *    *   1,2,3,4,5,6","at 16:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","false","http://192.168.113.195:9090/job/NightlyProwler_WEALTHSERVICE_STAB/293","204","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"WEALTHSERVICE_STAB","00       18       *    *   1,2,3,4,5,6","at 18:00 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_WEALTHSERVICE_STAB/293","204","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"yslwealthtemp","00    9   *     *     1,2,3,4,5,6","at 09:00 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/yslwealthtemp/23","5998","SUCCESS","30 Nov, 2018","192.168.56.84","true"
"OAUTHCLIENT_NPR","","","","http://192.168.113.195:9090/job/OAUTHCLIENT_NPR/25","113776","SUCCESS","28 Nov, 2018","192.168.56.84","true"
"Yslwellness","","","","http://192.168.113.195:9090/job/Yslwellness/98","247858","SUCCESS","30 Nov, 2018","192.168.56.84","true"
"yslwellnessAutomationSuite","","","","http://192.168.113.195:9090/job/yslwellnessAutomationSuite/","","","","192.168.210.155","false"
"hammerRelease","30      6      *     *   1,2,3,4,5,6","at 06:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/hammerRelease/61","2109979","SUCCESS","30 Nov, 2018","192.168.210.72","true"
"yslwealth","","","","http://192.168.113.195:9090/job/yslwealth/53","243127","SUCCESS","22 Nov, 2018","192.168.56.84","true"
"ngyccapprelease","30      21      *     *   1,2,3,4,5,6","at 21:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/ngyccapprelease/58","29830","SUCCESS","27 Nov, 2018","192.168.210.72","false"
"Yslstab","","","","http://192.168.113.195:9090/job/Yslstab/61","222530","SUCCESS","30 Nov, 2018","192.168.56.84","true"
"Yslmoneysupport","","","","http://192.168.113.195:9090/job/Yslmoneysupport/54","240381","UNSTABLE","11 Oct, 2018","192.168.56.84","true"
"MongoDbInstaller_Maindb","30      10      *     *   1,2,3,4,5,6","at 10:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/MongoDbInstaller_Maindb/61","25225","SUCCESS","30 Nov, 2018","192.168.210.72","true"
"YSL_moneysupport","30       8       *    *   1,2,3,4,5,6","at 08:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_YSL_moneysupport/345","204","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"YSL_moneysupport","30       16       *    *   1,2,3,4,5,6","at 16:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","false","http://192.168.113.195:9090/job/NightlyProwler_YSL_moneysupport/345","204","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"YSL_moneysupport","30       22       *    *   1,2,3,4,5,6","at 22:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_YSL_moneysupport/345","204","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"yslwellnessremotecall","","","","http://192.168.113.195:9090/job/yslwellnessremotecall/26","75478","SUCCESS","30 Nov, 2018","master","true"
"ngyccservicesfeature","30      7      *    *   1,2,3,4,5,6","at 07:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/ngyccservicesfeature/72","150913","SUCCESS","30 Nov, 2018","192.168.210.72","true"
"yslwellnessDeploy","","","","http://192.168.113.195:9090/job/yslwellnessDeploy/","","","","192.168.57.9","false"
